,genres
5904,"[1, 8]"
5905,"[4, 6]"
5906,"[4, 6, 7]"
5907,"[6, 7]"
5908,"[0, 4, 6]"
5909,"[14, 4, 6]"
5910,[18]
5911,"[14, 0, 4, 7]"
5912,"[14, 0, 3, 5]"
5913,"[1, 8]"
5914,"[4, 6, 12]"
5915,[4]
5916,"[6, 7]"
5917,"[14, 13, 15]"
5918,"[14, 0, 5, 9]"
5919,"[4, 6, 7]"
5920,"[4, 6]"
5921,"[0, 4, 7]"
5922,"[14, 1, 8]"
5923,"[4, 5, 7]"
5924,[18]
5925,"[4, 6]"
5926,"[4, 13, 8]"
5927,[1]
5928,"[4, 13, 6, 7]"
5929,[4]
5930,"[4, 12]"
5931,"[14, 0, 9, 8]"
5932,[18]
5933,[4]
5934,"[6, 1, 8]"
5935,[6]
5936,"[14, 0, 9]"
5937,[18]
5938,"[4, 7]"
5939,"[4, 6]"
5940,"[13, 6]"
5941,"[14, 1, 9]"
5942,[4]
5943,"[14, 9, 8]"
5944,"[3, 4]"
5945,"[14, 13, 1]"
5946,[6]
5947,"[6, 10]"
5948,"[14, 0, 3, 4]"
5949,"[14, 0, 9, 8]"
5950,"[4, 7]"
5951,"[4, 18]"
5952,[4]
5953,"[14, 0, 6, 8]"
5954,"[14, 0, 9]"
5955,"[4, 6]"
5956,"[14, 4, 13, 6]"
5957,[6]
5958,"[14, 0, 4]"
5959,"[4, 6]"
5960,"[4, 6]"
5961,[4]
5962,"[6, 1, 10, 8]"
5963,"[14, 13, 6]"
5964,"[14, 6, 11]"
5965,"[4, 6]"
5966,[18]
5967,[4]
5968,"[14, 13, 6, 8]"
5969,"[0, 6]"
5970,"[2, 6]"
5971,[4]
5972,"[4, 7]"
5973,"[1, 8]"
5974,"[6, 10, 8]"
5975,"[0, 3, 4, 5]"
5976,"[4, 6, 9]"
5977,"[0, 2, 3, 4, 5, 11]"
5978,"[4, 5, 1, 8]"
5979,"[4, 6, 7]"
5980,"[14, 0, 1, 10, 9, 8]"
5981,"[6, 8]"
5982,"[14, 13, 8]"
5983,"[4, 5, 7]"
5984,[6]
5985,"[14, 13, 6, 8, 11]"
5986,"[6, 1, 10, 8]"
5987,"[4, 6]"
5988,"[4, 6]"
5989,"[0, 2, 4]"
5990,"[14, 4, 13, 8]"
5991,"[14, 13, 6]"
5992,"[4, 12, 16]"
5993,[18]
5994,"[14, 1, 9]"
5995,"[13, 6, 8]"
5996,[4]
5997,"[14, 9]"
5998,"[4, 1, 7]"
5999,[6]
6000,"[14, 4, 13]"
6001,"[5, 10, 7, 8]"
6002,[6]
6003,"[13, 6, 1, 8]"
6004,"[14, 6, 8]"
6005,"[2, 4, 5, 12, 7]"
6006,"[13, 6]"
6007,"[14, 13, 6, 8]"
6008,[6]
6009,[6]
6010,"[13, 6]"
6011,"[14, 0, 2, 5, 9]"
6012,"[4, 6, 7]"
6013,"[14, 0, 13, 8]"
6014,"[0, 3, 6, 5]"
6015,"[0, 2, 3, 4]"
6016,"[4, 13, 10, 8]"
6017,"[14, 13, 6]"
6018,"[6, 7]"
6019,"[6, 7]"
6020,[18]
6021,"[14, 0, 6, 5]"
6022,[18]
6023,[6]
6024,"[14, 1, 9, 8]"
6025,"[4, 6]"
6026,"[4, 6]"
6027,[6]
6028,"[6, 7]"
6029,"[4, 6, 7]"
6030,[6]
6031,"[13, 6]"
6032,"[3, 6]"
6033,"[13, 6, 16]"
6034,"[14, 1, 10, 8]"
6035,"[4, 6, 7]"
6036,[8]
6037,"[14, 0, 6, 16]"
6038,"[4, 6]"
6039,"[1, 8]"
6040,"[4, 6, 7]"
6041,[6]
6042,[4]
6043,"[0, 4, 5, 1]"
6044,[6]
6045,"[13, 6, 8]"
6046,"[14, 6, 11]"
6047,"[14, 0, 2, 3, 4, 9]"
6048,"[13, 8]"
6049,"[6, 11]"
6050,"[1, 9, 8]"
6051,"[4, 6]"
6052,"[14, 6]"
6053,"[4, 7]"
6054,"[6, 8]"
6055,"[4, 6]"
6056,"[6, 8]"
6057,"[1, 8]"
6058,"[6, 7]"
6059,[9]
6060,"[13, 1, 8]"
6061,"[0, 6, 1, 8]"
6062,"[0, 5, 8, 15]"
6063,"[6, 12, 7]"
6064,"[6, 12, 7]"
6065,"[14, 0, 3, 5]"
6066,[6]
6067,"[4, 12]"
6068,"[4, 6]"
6069,"[14, 4, 13, 8]"
6070,"[4, 7]"
6071,[6]
6072,"[13, 1, 10, 8]"
6073,"[13, 6, 7]"
6074,"[13, 6, 8, 11]"
6075,"[0, 3, 5]"
6076,"[14, 0, 6, 5, 8]"
6077,"[6, 7]"
6078,"[4, 6, 7]"
6079,"[13, 6, 7]"
6080,"[14, 6]"
6081,"[4, 6]"
6082,"[4, 6, 8]"
6083,[18]
6084,"[4, 6, 7]"
6085,"[4, 11]"
6086,"[0, 13, 6]"
6087,"[14, 13, 6, 8]"
6088,"[4, 12]"
6089,"[0, 4, 6]"
6090,"[4, 6, 7]"
6091,"[0, 4]"
6092,"[4, 13]"
6093,[4]
6094,"[14, 0, 4, 6, 7]"
6095,"[4, 6]"
6096,"[6, 8]"
6097,"[2, 3]"
6098,"[1, 8]"
6099,"[0, 6, 7]"
6100,"[2, 6, 7, 9]"
6101,"[5, 10, 16]"
6102,"[14, 0, 6]"
6103,[18]
6104,"[13, 6, 10, 8]"
6105,"[4, 6]"
6106,"[14, 13, 9]"
6107,[1]
6108,[4]
6109,"[6, 7]"
6110,[6]
6111,[4]
6112,"[2, 3, 4]"
6113,"[14, 5, 1]"
6114,[4]
6115,"[0, 3, 4, 5]"
6116,"[0, 6, 11]"
6117,"[14, 4]"
6118,"[0, 4, 6, 5]"
6119,"[6, 7]"
6120,"[6, 11]"
6121,[6]
6122,"[14, 4, 13, 16]"
6123,"[4, 6]"
6124,"[14, 13, 6, 1]"
6125,[6]
6126,"[14, 4, 13]"
6127,"[3, 4, 5]"
6128,"[6, 11]"
6129,"[1, 10, 8]"
6130,"[4, 6, 7]"
6131,"[4, 18]"
6132,"[4, 6, 7]"
6133,"[0, 4, 13]"
6134,"[0, 2, 3, 4]"
6135,"[13, 6, 8]"
6136,"[1, 8]"
6137,[6]
6138,"[13, 6]"
6139,[6]
6140,"[14, 0, 6, 7]"
6141,"[4, 7]"
6142,"[14, 13, 8]"
6143,"[14, 5, 9, 8]"
6144,"[4, 7]"
6145,"[14, 6, 5, 1, 10, 9, 8]"
6146,"[13, 8]"
6147,"[4, 7]"
6148,"[14, 2, 3, 9]"
6149,"[0, 2, 3, 4]"
6150,"[6, 7]"
6151,"[14, 9, 8, 15]"
6152,"[4, 7]"
6153,"[4, 6]"
6154,"[4, 13, 6]"
6155,"[13, 6, 8]"
6156,"[13, 6]"
6157,"[3, 4, 5]"
6158,"[4, 5, 1]"
6159,"[4, 5, 1]"
6160,"[4, 5, 1, 9]"
6161,"[13, 6]"
6162,"[6, 1, 8]"
6163,"[0, 3, 4, 5]"
6164,[18]
6165,"[6, 7, 8]"
6166,"[14, 13, 10]"
6167,[6]
6168,[18]
6169,[6]
6170,"[13, 6, 10]"
6171,"[4, 6]"
6172,[6]
6173,[6]
6174,"[1, 9, 8]"
6175,"[13, 6, 10, 8]"
6176,"[13, 6, 17, 10]"
6177,"[4, 1]"
6178,"[4, 1, 9]"
6179,[18]
6180,"[4, 1, 9]"
6181,[4]
6182,"[14, 2, 17, 9, 8]"
6183,[4]
6184,"[4, 6, 7]"
6185,"[4, 6, 12]"
6186,"[6, 7]"
6187,[6]
6188,"[13, 6]"
6189,[18]
6190,"[4, 1]"
6191,"[6, 8]"
6192,"[4, 6, 12]"
6193,"[13, 6, 8]"
6194,"[0, 2, 3, 4, 5]"
6195,"[5, 1, 8]"
6196,"[4, 6]"
6197,"[4, 6]"
6198,"[14, 4, 13, 8]"
6199,"[14, 0, 8]"
6200,"[0, 3, 4]"
6201,"[13, 6]"
6202,[4]
6203,"[6, 1, 10, 8]"
6204,"[6, 7]"
6205,"[0, 2, 3, 4]"
6206,"[4, 6]"
6207,"[14, 0, 8, 15]"
6208,"[6, 10, 8]"
6209,"[14, 9, 8]"
6210,"[4, 6, 7]"
6211,[6]
6212,"[2, 3, 4]"
6213,[6]
6214,"[4, 6]"
6215,[6]
6216,"[1, 8]"
6217,[4]
6218,"[6, 5, 7]"
6219,"[0, 4, 6, 5, 7]"
6220,"[4, 6]"
6221,"[14, 0, 5]"
6222,[4]
6223,[4]
6224,"[6, 5, 10]"
6225,"[4, 5, 7]"
6226,"[6, 7]"
6227,[18]
6228,[18]
6229,"[4, 7]"
6230,"[3, 4, 6, 12, 7]"
6231,"[4, 18, 7]"
6232,[6]
6233,"[14, 6]"
6234,"[14, 13, 6, 8]"
6235,"[2, 3, 4]"
6236,[18]
6237,"[13, 8]"
6238,"[14, 0, 9, 15]"
6239,"[6, 11]"
6240,"[6, 8]"
6241,[4]
6242,"[0, 4, 6]"
6243,"[6, 10, 8]"
6244,"[6, 8]"
6245,[4]
6246,[18]
6247,"[14, 6, 8, 11]"
6248,[6]
6249,[4]
6250,"[2, 3, 5, 10]"
6251,"[14, 4, 1, 8]"
6252,"[4, 5, 10]"
6253,"[14, 4]"
6254,"[14, 4, 5, 15]"
6255,[6]
6256,"[4, 6, 5, 7]"
6257,"[14, 13, 6, 8]"
6258,[6]
6259,"[4, 7]"
6260,"[0, 2, 3, 4, 5, 15]"
6261,"[14, 8]"
6262,"[6, 7]"
6263,"[14, 13, 6, 8]"
6264,"[5, 10, 8]"
6265,"[6, 7]"
6266,"[0, 4, 6, 5]"
6267,"[0, 2, 4, 5, 7, 9]"
6268,[6]
6269,"[6, 10, 8]"
6270,"[6, 5, 8]"
6271,"[4, 6]"
6272,"[3, 4, 6]"
6273,[4]
6274,"[14, 0, 4, 13]"
6275,"[13, 6, 17]"
6276,"[6, 5, 10, 7]"
6277,[6]
6278,[4]
6279,[6]
6280,"[13, 6, 12]"
6281,"[3, 5]"
6282,"[4, 6, 5, 7]"
6283,[4]
6284,"[4, 5]"
6285,"[6, 7]"
6286,"[1, 10, 8]"
6287,"[6, 11]"
6288,"[4, 1, 8]"
6289,"[13, 6, 10, 8]"
6290,"[14, 1, 8]"
6291,"[4, 6]"
6292,[6]
6293,"[0, 4, 9, 8]"
6294,"[18, 6]"
6295,"[6, 7]"
6296,"[4, 6, 7, 11]"
6297,"[6, 5, 7]"
6298,[4]
6299,"[4, 6, 5, 7]"
6300,"[13, 6, 10, 8]"
6301,[1]
6302,[6]
6303,[6]
6304,[18]
6305,"[0, 6, 8]"
6306,"[14, 0, 6, 11]"
6307,"[4, 18]"
6308,[6]
6309,"[4, 6, 7]"
6310,[4]
6311,"[6, 5, 8]"
6312,"[14, 0, 6]"
6313,"[0, 2, 3, 4, 15]"
6314,"[4, 13]"
6315,"[13, 6, 8]"
6316,"[1, 8]"
6317,[4]
6318,"[4, 6]"
6319,"[4, 8]"
6320,"[14, 6, 8]"
6321,[6]
6322,"[6, 7]"
6323,"[6, 11]"
6324,"[14, 4, 1, 8]"
6325,"[6, 7]"
6326,[18]
6327,"[6, 8]"
6328,[18]
6329,"[4, 6, 7]"
6330,"[14, 0, 6, 9, 8]"
6331,"[6, 10, 9, 8]"
6332,"[6, 11]"
6333,"[17, 8]"
6334,"[13, 1, 8]"
6335,"[6, 8]"
6336,"[13, 6, 10, 8]"
6337,"[2, 4]"
6338,"[13, 6, 8]"
6339,"[4, 5]"
6340,"[4, 9]"
6341,"[4, 6, 7]"
6342,[18]
6343,[4]
6344,"[4, 18]"
6345,"[18, 6, 11]"
6346,"[14, 0, 8]"
6347,"[0, 2, 3, 4, 15]"
6348,[4]
6349,"[14, 9, 8]"
6350,[6]
6351,"[4, 6, 7]"
6352,"[4, 7]"
6353,"[14, 13, 6]"
6354,[6]
6355,"[13, 16]"
6356,"[0, 4, 12]"
6357,[6]
6358,"[14, 0, 13, 6, 8, 11]"
6359,"[3, 4, 6, 5]"
6360,"[14, 0, 5]"
6361,"[14, 6]"
6362,"[6, 5, 7]"
6363,"[14, 6, 11]"
6364,[4]
6365,"[6, 7]"
6366,[6]
6367,"[6, 8]"
6368,"[6, 12]"
6369,[6]
6370,[18]
6371,"[6, 10, 8]"
6372,"[4, 6]"
6373,[6]
6374,"[14, 0]"
6375,"[14, 6]"
6376,"[6, 10, 8]"
6377,"[6, 11]"
6378,"[14, 1, 8]"
6379,"[6, 12]"
6380,[6]
6381,"[4, 7]"
6382,"[6, 7]"
6383,[4]
6384,[4]
6385,"[1, 8]"
6386,"[13, 6]"
6387,"[14, 1, 8]"
6388,[6]
6389,"[0, 3, 5]"
6390,[4]
6391,[1]
6392,[18]
6393,"[4, 6, 7]"
6394,[18]
6395,"[4, 6, 7]"
6396,"[14, 13, 6, 8]"
6397,"[6, 5, 1, 7]"
6398,"[0, 4]"
6399,"[6, 1, 8]"
6400,"[4, 6, 7]"
6401,"[6, 1, 8]"
6402,"[4, 7]"
6403,"[4, 6]"
6404,[18]
6405,"[2, 3, 6]"
6406,[7]
6407,[6]
6408,[4]
6409,"[4, 7]"
6410,"[2, 4]"
6411,"[0, 6, 5]"
6412,"[6, 10, 8]"
6413,"[14, 5, 8]"
6414,"[6, 8]"
6415,"[4, 7]"
6416,"[4, 7]"
6417,"[6, 10, 8]"
6418,[4]
6419,[6]
6420,[6]
6421,[6]
6422,"[14, 4, 13, 10]"
6423,"[0, 6, 7]"
6424,"[13, 6, 8]"
6425,"[14, 9, 8]"
6426,"[6, 7]"
6427,"[4, 1]"
6428,"[13, 6, 8]"
6429,"[14, 4, 6, 1, 8]"
6430,[9]
6431,[5]
6432,"[0, 4]"
6433,"[14, 5, 11, 15]"
6434,"[1, 10, 8]"
6435,"[6, 7]"
6436,"[0, 3, 9]"
6437,"[4, 7]"
6438,"[4, 6, 1, 9, 8]"
6439,"[6, 7]"
6440,"[6, 7]"
6441,"[4, 6, 7]"
6442,"[6, 5, 10, 8]"
6443,"[1, 10, 8]"
6444,[6]
6445,[6]
6446,"[14, 6, 8]"
6447,"[1, 8]"
6448,"[14, 0, 2, 3, 4, 5]"
6449,"[6, 8, 11]"
6450,"[13, 6, 8]"
6451,"[4, 7]"
6452,[4]
6453,"[14, 13, 1, 9, 8]"
6454,"[1, 8]"
6455,"[14, 0, 2, 3, 4, 9]"
6456,[18]
6457,"[14, 0, 6, 11]"
6458,"[0, 6, 9, 8]"
6459,"[13, 6]"
6460,"[2, 4, 5, 12]"
6461,"[6, 8]"
6462,"[14, 0, 2, 4, 5, 10, 9]"
6463,"[6, 12]"
6464,"[13, 6, 10, 8]"
6465,"[1, 8]"
6466,"[4, 6, 7]"
6467,[4]
6468,"[13, 6, 5, 10, 8]"
6469,[4]
6470,"[14, 0, 9, 8, 15]"
6471,"[4, 6]"
6472,"[3, 4]"
6473,[18]
6474,[18]
6475,"[14, 13, 1, 8]"
6476,"[4, 7]"
6477,"[2, 10, 9]"
6478,"[14, 5, 1, 8]"
6479,[6]
6480,[6]
6481,"[4, 6, 7]"
6482,"[4, 6, 12]"
6483,"[1, 9, 8]"
6484,"[14, 4, 13, 7]"
6485,[18]
6486,"[0, 2, 3, 4, 5]"
6487,"[6, 12, 7]"
6488,"[14, 0, 4, 5]"
6489,"[6, 1, 8]"
6490,"[13, 6, 8]"
6491,"[14, 0, 5]"
6492,"[14, 0, 4, 5, 7]"
6493,"[14, 8]"
6494,"[4, 6, 7, 9]"
6495,"[1, 8]"
6496,"[4, 6, 7]"
6497,"[13, 8]"
6498,[1]
6499,"[4, 7]"
6500,"[13, 1, 8]"
6501,"[13, 6]"
6502,"[4, 5, 1]"
6503,"[14, 0, 5, 9]"
6504,"[2, 3, 4]"
6505,"[14, 0, 9]"
6506,"[0, 13, 8]"
6507,"[4, 1, 8]"
6508,"[14, 0, 13, 1, 8]"
6509,"[14, 0, 6, 11]"
6510,"[4, 6]"
6511,[4]
6512,[4]
6513,[18]
6514,"[18, 6]"
6515,"[6, 8]"
6516,"[6, 1, 8]"
6517,[4]
6518,"[14, 0, 13, 8]"
6519,"[4, 7]"
6520,"[4, 5]"
6521,"[14, 9, 8, 15]"
6522,"[0, 6, 5, 15]"
6523,"[4, 7]"
6524,"[6, 8]"
6525,"[6, 7, 16]"
6526,[18]
6527,"[6, 5, 12, 7]"
6528,[4]
6529,"[0, 4, 5, 7]"
6530,"[2, 4]"
6531,"[13, 6, 8]"
6532,"[4, 6, 7]"
6533,"[4, 6]"
6534,"[14, 13, 8]"
6535,[18]
6536,"[13, 6, 10, 8]"
6537,[4]
6538,[4]
6539,"[14, 4, 13, 8]"
6540,"[14, 0, 5, 11]"
6541,[4]
6542,[4]
6543,"[14, 6, 8]"
6544,"[4, 6]"
6545,"[3, 4]"
6546,"[14, 6, 1, 9, 8]"
6547,"[4, 6, 7]"
6548,[1]
6549,"[6, 8]"
6550,"[4, 6, 7]"
6551,[18]
6552,"[14, 4]"
6553,"[4, 1, 8]"
6554,[4]
6555,"[6, 10]"
6556,"[14, 1, 9]"
6557,"[14, 13, 6, 16]"
6558,"[14, 4, 13]"
6559,[4]
6560,"[13, 6]"
6561,"[6, 7, 11]"
6562,"[6, 9]"
6563,"[6, 8]"
6564,[6]
6565,[18]
6566,"[13, 6, 8]"
6567,"[6, 10]"
6568,[6]
6569,"[4, 6, 7]"
6570,"[14, 0, 4, 6, 8]"
6571,"[13, 6, 8]"
6572,[18]
6573,"[14, 0, 2, 13, 5]"
6574,"[4, 7]"
6575,[6]
6576,"[4, 6]"
6577,"[14, 1, 9, 8]"
6578,[4]
6579,"[4, 7]"
6580,"[14, 0, 6]"
6581,[4]
6582,"[6, 7, 8, 11]"
6583,"[14, 0, 6, 5]"
6584,"[4, 6, 7]"
6585,"[4, 6, 7]"
6586,"[0, 4, 6]"
6587,"[13, 6]"
6588,[6]
6589,"[6, 8]"
6590,"[6, 10, 8]"
6591,"[4, 6]"
6592,"[1, 8]"
6593,"[13, 6, 10]"
6594,[4]
6595,"[4, 13, 6]"
6596,"[13, 6, 16]"
6597,"[13, 6, 8]"
6598,"[2, 6]"
6599,[6]
6600,"[4, 6, 7]"
6601,[1]
6602,"[4, 1]"
6603,[6]
6604,"[13, 1, 8]"
6605,[18]
6606,[18]
6607,"[14, 13, 6, 8]"
6608,[4]
6609,"[13, 6, 8]"
6610,"[2, 4]"
6611,"[13, 6, 8]"
6612,[6]
6613,"[13, 6]"
6614,[4]
6615,"[4, 6, 7]"
6616,[6]
6617,"[6, 12]"
6618,"[6, 9]"
6619,"[6, 8, 11]"
6620,"[14, 0, 2, 5, 15]"
6621,"[4, 6, 9, 8]"
6622,"[4, 18]"
6623,"[6, 9]"
6624,"[4, 6, 7, 11]"
6625,"[1, 9]"
6626,"[0, 2, 3, 4, 5, 12, 7]"
6627,"[14, 13, 8]"
6628,"[6, 8]"
6629,"[0, 3, 5]"
6630,"[14, 1, 9, 8, 15]"
6631,"[3, 4]"
6632,"[2, 4, 9]"
6633,[6]
6634,[6]
6635,"[4, 6]"
6636,"[14, 1, 8]"
6637,"[6, 1, 10, 8]"
6638,"[4, 6, 7]"
6639,[18]
6640,"[6, 7]"
6641,[18]
6642,"[4, 6]"
6643,[6]
6644,"[1, 8]"
6645,"[6, 5, 7]"
6646,"[6, 1, 12, 8]"
6647,"[14, 0]"
6648,"[6, 16]"
6649,"[4, 6, 11]"
6650,"[14, 1, 9]"
6651,"[4, 12]"
6652,"[4, 6, 7]"
6653,[4]
6654,"[4, 6, 7]"
6655,"[0, 3, 5]"
6656,"[14, 6, 9, 8]"
6657,"[4, 6, 7]"
6658,"[4, 7]"
6659,"[13, 6, 8]"
6660,[6]
6661,"[4, 6]"
6662,"[6, 1, 8]"
6663,"[14, 0, 5]"
6664,"[14, 10, 9, 8]"
6665,"[4, 1]"
6666,"[14, 0, 6, 11]"
6667,"[0, 2, 6, 1]"
6668,"[2, 4, 6, 7, 9]"
6669,"[4, 13]"
6670,"[13, 8]"
6671,"[14, 6, 8, 11]"
6672,[4]
6673,[4]
6674,"[1, 9, 8]"
6675,"[14, 0, 5, 9]"
6676,"[4, 13, 6, 8]"
6677,"[13, 9]"
6678,"[14, 13, 6]"
6679,"[4, 1]"
6680,"[14, 0, 4, 7]"
6681,"[14, 0, 6, 9, 8]"
6682,"[4, 6, 7]"
6683,"[13, 6, 7, 8]"
6684,"[14, 6, 8]"
6685,"[0, 3, 6, 5, 15]"
6686,"[6, 12, 7]"
6687,"[6, 7]"
6688,[4]
6689,"[4, 7]"
6690,[18]
6691,"[6, 8]"
6692,[4]
6693,"[0, 7, 8]"
6694,"[14, 13, 8]"
6695,"[14, 6, 9, 8]"
6696,"[0, 2, 3, 4]"
6697,"[6, 8]"
6698,"[13, 6, 11]"
6699,"[6, 11]"
6700,[18]
6701,[4]
6702,"[1, 9]"
6703,"[4, 5, 7]"
6704,[6]
6705,"[18, 11]"
6706,"[14, 0, 2, 5, 9]"
6707,[18]
6708,[6]
6709,[6]
6710,"[14, 13, 6, 15]"
6711,[14]
6712,[4]
6713,"[6, 7, 9]"
6714,"[13, 6, 7, 8]"
6715,"[4, 6, 7]"
6716,"[14, 13, 8]"
6717,"[4, 6, 7]"
6718,"[14, 6, 11]"
6719,[4]
6720,"[6, 11]"
6721,"[18, 12, 15]"
6722,"[1, 8]"
6723,"[0, 4, 5]"
6724,"[1, 8]"
6725,"[4, 7]"
6726,"[14, 4, 9]"
6727,"[13, 6, 8]"
6728,"[6, 7]"
6729,"[0, 4]"
6730,[4]
6731,"[14, 3, 9, 15]"
6732,"[14, 0, 4, 5]"
6733,"[4, 6]"
6734,"[4, 18]"
6735,"[14, 1]"
6736,[1]
6737,"[3, 4, 6]"
6738,"[4, 18]"
6739,"[4, 7]"
6740,[4]
6741,[18]
6742,"[1, 10, 8]"
6743,"[14, 0, 9]"
6744,"[4, 7]"
6745,"[14, 6]"
6746,"[14, 13, 6, 8]"
6747,"[0, 6, 5]"
6748,"[4, 7]"
6749,[4]
6750,"[6, 7]"
6751,"[0, 3, 5]"
6752,"[6, 7]"
6753,"[13, 6, 1, 8]"
6754,"[14, 0, 4, 9]"
6755,[4]
6756,"[4, 7]"
6757,"[1, 8]"
6758,[18]
6759,"[1, 10, 8]"
6760,"[14, 2, 3, 4, 15]"
6761,[6]
6762,"[4, 13, 6, 1]"
6763,[4]
6764,"[1, 8]"
6765,"[14, 4, 6, 8]"
6766,"[4, 6, 7]"
6767,"[13, 6]"
6768,"[6, 1, 8]"
6769,"[6, 9, 8]"
6770,"[14, 9]"
6771,"[6, 11]"
6772,"[0, 2, 3, 7, 9]"
6773,"[14, 8]"
6774,"[14, 0, 4, 13, 5]"
6775,"[14, 4]"
6776,[4]
6777,"[3, 4]"
6778,"[14, 2, 4, 7, 9]"
6779,"[3, 4, 6, 10]"
6780,[18]
6781,"[4, 6, 7]"
6782,"[1, 10, 8]"
6783,[18]
6784,"[4, 1]"
6785,"[2, 3, 4, 5, 12]"
6786,[11]
6787,"[4, 12, 7]"
6788,[4]
6789,"[14, 0, 1, 9, 8]"
6790,"[2, 3, 4]"
6791,"[14, 0, 9]"
6792,"[0, 3, 4, 7, 9]"
6793,"[14, 4, 5, 1, 8]"
6794,"[1, 8]"
6795,"[13, 6, 8]"
6796,[9]
6797,"[14, 6, 10, 9, 8, 15]"
6798,"[6, 8]"
6799,"[4, 7]"
6800,"[13, 6]"
6801,[4]
6802,"[6, 10, 9, 8]"
6803,[18]
6804,"[2, 3, 12]"
6805,"[0, 5, 8]"
6806,"[13, 1, 8]"
6807,[6]
6808,"[6, 8]"
6809,"[6, 7, 11]"
6810,"[4, 6, 9]"
6811,"[14, 0, 5, 8]"
6812,"[1, 10, 8]"
6813,[6]
6814,"[4, 6, 7]"
6815,"[14, 2, 13]"
6816,"[6, 10]"
6817,"[14, 4, 13]"
6818,"[14, 0, 6, 11]"
6819,"[0, 4, 6, 7]"
6820,"[14, 6, 8]"
6821,"[4, 6, 12, 7]"
6822,"[14, 0, 4, 11]"
6823,"[14, 0, 2, 9]"
6824,"[6, 10]"
6825,"[14, 0, 9]"
6826,"[2, 18, 6, 11]"
6827,"[6, 5, 1, 7]"
6828,[4]
6829,"[14, 0, 9, 8]"
6830,[4]
6831,[4]
6832,[18]
6833,"[1, 10, 8]"
6834,"[14, 16]"
6835,[6]
6836,"[4, 13, 6]"
6837,[4]
6838,"[14, 0, 9, 8]"
6839,"[13, 6, 8]"
6840,[4]
6841,"[14, 4, 5, 8]"
6842,[6]
6843,"[14, 13, 8]"
6844,[6]
6845,"[1, 9, 8]"
6846,"[13, 10, 8]"
6847,"[6, 8]"
6848,"[4, 5, 7]"
6849,"[14, 0, 5, 8]"
6850,[16]
6851,"[14, 2, 4, 1]"
6852,"[14, 13, 8, 15]"
6853,[4]
6854,"[4, 6, 7]"
6855,[6]
6856,"[13, 6]"
6857,"[6, 7]"
6858,"[14, 1]"
6859,"[2, 4, 5, 9]"
6860,"[6, 7]"
6861,"[14, 6, 8]"
6862,"[0, 3, 9]"
6863,"[14, 0, 9]"
6864,"[14, 13, 6, 8]"
6865,"[4, 6, 7]"
6866,[6]
6867,"[4, 7]"
6868,"[4, 6]"
6869,[6]
6870,"[4, 5]"
6871,[6]
6872,[18]
6873,"[4, 7]"
6874,"[13, 6]"
6875,[6]
6876,[9]
6877,[9]
6878,"[14, 13]"
6879,"[14, 0, 2, 4, 5, 9]"
6880,"[0, 5, 9]"
6881,"[14, 0, 2, 3, 4, 15]"
6882,"[6, 10, 7, 8]"
6883,"[13, 6, 10]"
6884,"[0, 6, 8]"
6885,"[13, 6, 7]"
6886,"[14, 0, 8]"
6887,[4]
6888,[6]
6889,"[14, 6, 8]"
6890,"[3, 5, 12, 7]"
6891,[14]
6892,"[6, 5]"
6893,"[4, 12, 7]"
6894,"[14, 0, 9]"
6895,"[13, 1, 8]"
6896,[4]
6897,"[6, 10]"
6898,"[0, 3, 4]"
6899,"[13, 6]"
6900,[6]
6901,"[14, 1, 8]"
6902,"[0, 6, 11, 16]"
6903,"[14, 0, 2, 3, 4]"
6904,[6]
6905,"[6, 5, 7, 8]"
6906,[1]
6907,"[14, 0, 13, 8]"
6908,[4]
6909,"[6, 11]"
6910,"[6, 7]"
6911,"[2, 4]"
6912,"[0, 5]"
6913,[6]
6914,"[14, 13, 6, 8]"
6915,"[0, 2, 4, 5]"
6916,[18]
6917,"[2, 4]"
6918,"[6, 9, 8, 15]"
6919,"[6, 11]"
6920,"[6, 11]"
6921,"[6, 10]"
6922,"[13, 6]"
6923,[6]
6924,"[6, 7]"
6925,"[14, 0, 2]"
6926,[6]
6927,[6]
6928,"[6, 5, 10, 7]"
6929,[4]
6930,"[6, 8, 11]"
6931,"[2, 6, 7]"
6932,"[14, 9]"
6933,[6]
6934,"[0, 3, 4]"
6935,"[4, 6]"
6936,"[6, 7]"
6937,[4]
6938,[4]
6939,[18]
6940,"[6, 7]"
6941,"[6, 8, 11]"
6942,[18]
6943,"[4, 6]"
6944,"[0, 2, 3, 5]"
6945,"[0, 13, 8]"
6946,"[0, 6, 5]"
6947,"[14, 6, 11]"
6948,"[0, 2, 3, 4, 5]"
6949,"[4, 7]"
6950,"[14, 0, 4, 5]"
6951,"[14, 13, 6, 8]"
6952,"[1, 8]"
6953,"[14, 6]"
6954,"[9, 8]"
6955,"[0, 5]"
6956,"[14, 5, 1, 8]"
6957,"[0, 5]"
6958,[4]
6959,"[4, 7]"
6960,"[14, 4, 13]"
6961,"[6, 12]"
6962,"[6, 1, 10, 8]"
6963,"[14, 0, 9]"
6964,"[1, 8]"
6965,"[2, 5, 8]"
6966,"[9, 8]"
6967,"[6, 8]"
6968,"[4, 6, 7]"
6969,"[4, 5]"
6970,"[14, 2, 4, 9]"
6971,"[6, 1, 8]"
6972,[18]
6973,[2]
6974,[6]
